# 人工重写的 emoji 读法（第四轮）：办公文具、家居工具、数码影音、乐器仪器、庆典活动、体育游戏。
# 简洁名走「明眼人会怎么称呼它」，详细档走「视觉信息 + 常见用法」。
# 由 Opus 5 分批生成，码位与字符对应、简洁名长度、批内与全局重名均已逐条校验。
2328 FE0F	键盘	键盘：灰白色的电脑键盘，一排排方形按键。常表示打字、敲代码。	E
260E FE0F	电话	电话：老式座机，听筒横搁在机身上。常表示打电话、联系方式。	E
265F FE0F	国际象棋兵	国际象棋兵：黑色的国际象棋兵，圆头、细腰、宽底座。	E
2660 FE0F	黑桃	黑桃：扑克牌花色，黑色桃形，底下一根短柄。	E
2663 FE0F	梅花	梅花：扑克牌花色，黑色三圆瓣带短柄。指牌，不是花。	E
2665 FE0F	红桃	红桃：扑克牌花色，红色的心形。	E
2666 FE0F	方块	方块：扑克牌花色，红色的菱形。	E
2692 FE0F	锤子和镐	锤子和镐：一把锤子和一把镐交叉。常表示施工、检修。	E
2694 FE0F	交叉的剑	交叉的剑：两把剑交叉成叉形。常表示战斗、对抗。	E
2696 FE0F	天平	天平：一架双盘天平，两边持平。常表示公平、法律、权衡。	E
2697 FE0F	蒸馏器	蒸馏器：玻璃圆底烧瓶，瓶颈伸出一根细弯管，化学蒸馏用。	E
2699 FE0F	齿轮	齿轮：一个灰色圆齿轮，外圈一圈齿。常表示设置、运转。	E
26B0 FE0F	棺材	棺材：一口深棕色的木棺材，横放着。常表示死亡、完蛋、凉了。	E
26B1 FE0F	骨灰盒	骨灰盒：白色带盖的陶罐形骨灰坛，摆在底座上。常表示丧事、去世。	E
26BD	足球	足球：黑白相间五边形拼块的圆球。	E
26BE	棒球	棒球：白色小球，表面两道红色缝线。	E
26CF FE0F	铁镐	铁镐：一把木柄尖镐，斜着放。常表示挖矿、挖掘。	E
26D3 FE0F	链条	链条：几节金属环连成的链子。常表示束缚。	E
26D3 FE0F 200D 1F4A5	断开的链条	断开的链条：一条链子从中间崩断，冒出星芒。	E
26F3	高尔夫球洞	高尔夫球洞：绿草坪上的球洞，插着红旗，旁边一个白球。	E
26F8 FE0F	冰鞋	冰鞋：白色的冰鞋，鞋底一道金属冰刀。常表示滑冰。	E
2702 FE0F	剪刀	剪刀：一把张开的剪刀，银色刀刃。常表示剪切、剪掉。	E
2709 FE0F	信封	信封：一个合着的白色信封。常表示信件、私信。	E
270F FE0F	铅笔	铅笔：一支削好的黄色木铅笔。常表示写字、修改。	E
2712 FE0F	钢笔尖	钢笔尖：一个黑色的金属钢笔尖。	E
2728	闪光	闪光：三颗黄色四角星，一大两小。常表示惊艳、强调语气、卖萌。	E
1F004	红中	红中：麻将牌，白底中央一个红色的中字。常表示打麻将。	E
1F0CF	大小王	大小王：扑克牌，牌面是戴尖帽铃铛的小丑。常表示王牌、万能。	E
1F380	蝴蝶结	蝴蝶结：粉色缎带系成的蝴蝶结。常表示可爱、少女、礼物装饰。	E
1F381	礼物	礼物：包着彩纸的方盒子，扎着蝴蝶结。常表示送礼、生日、惊喜。	E
1F383	南瓜灯	南瓜灯：橙色南瓜刻出三角眼和锯齿嘴，里面发光。常表示万圣节、搞怪。	E
1F384	圣诞树	圣诞树：绿色松树，挂着彩球和金星。常表示圣诞节、冬天、节日。	E
1F386	烟花	烟花：夜空中炸开的彩色烟花，有好几朵。常表示庆祝、跨年、节日。	E
1F387	烟花棒	烟花棒：手持的细棒，顶端喷出金色火花。常表示庆祝、节日气氛。	E
1F388	气球	气球：一只红色气球，下面拖着细绳。常表示生日、庆祝、开心。	E
1F389	礼花筒	礼花筒：黄色圆锥筒喷出彩带和纸屑。常表示恭喜、庆祝、撒花。	E
1F38A	五彩纸屑球	五彩纸屑球：裂开的花球，飞出彩色纸片。常表示庆祝、恭喜、撒花。	E
1F38B	许愿竹	许愿竹：绿竹枝挂满彩色纸条。常表示日本七夕、许愿，与中国七夕无关。	E
1F38D	门松	门松：三根斜切的竹子配松枝。常表示日本新年，是门口的年节装饰。	E
1F38E	日本人偶	日本人偶：一对穿和服的男女娃娃，坐在红台上。常表示日本女儿节。	E
