# 人工重写的 emoji 读法（第三轮）：职业身份、日常动作、体育运动、服装配饰。
# 简洁名走「明眼人会怎么称呼它」，详细档走「视觉信息 + 常见用法」。
# 由 Opus 5 分批生成，码位与字符对应、简洁名长度、批内与全局重名均已逐条校验。
26D1 FE0F	救援头盔	救援头盔：白色头盔，正面一个红十字。常表示急救、救援。	E
26F7 FE0F	滑雪	滑雪：人物脚踩两块雪板，双手拄雪杖下滑。	E
26F9 FE0F	打篮球	打篮球：人物单手拍橙色篮球，侧身跨步。	E
26F9 FE0F 200D 2640 FE0F	女子打篮球	女子打篮球：女性人物单手拍橙色篮球，侧身跨步。	E
26F9 FE0F 200D 2642 FE0F	男子打篮球	男子打篮球：男性人物单手拍橙色篮球，侧身跨步。	E
1F392	书包	书包：一个双肩背包，带肩带和外袋。常表示上学、开学。	E
1F393	毕业帽	毕业帽：黑色方顶学位帽，垂着流苏。常表示毕业、学历。	E
1F3A9	礼帽	礼帽：黑色高筒礼帽，帽身一圈白带。常表示魔术、绅士。	E
1F3C2	单板滑雪	单板滑雪：人物侧身踩一块彩色滑雪板腾空。	E
1F3C3	跑步	跑步：侧面人物向左奔跑，双腿大幅张开。常表示赶时间、开溜。	E
1F3C3 200D 2640 FE0F	女跑步	女跑步：长发女性向左奔跑，双腿大幅张开。常表示赶时间、开溜。	E
1F3C3 200D 2640 FE0F 200D 27A1 FE0F	女向右跑	女向右跑：长发女性向右奔跑，双腿大幅张开。常表示赶时间、开溜。	E
1F3C3 200D 2642 FE0F	男跑步	男跑步：短发男性向左奔跑，双腿大幅张开。常表示赶时间、开溜。	E
1F3C3 200D 2642 FE0F 200D 27A1 FE0F	男向右跑	男向右跑：短发男性向右奔跑，双腿大幅张开。常表示赶时间、开溜。	E
1F3C3 200D 27A1 FE0F	向右跑	向右跑：侧面人物向右奔跑，双腿大幅张开。常表示赶时间、开溜。	E
1F3C4	冲浪	冲浪：人物站在冲浪板上，身下是蓝色浪花。	E
1F3C4 200D 2640 FE0F	女子冲浪	女子冲浪：女性人物站在冲浪板上，身下是蓝色浪花。	E
1F3C4 200D 2642 FE0F	男子冲浪	男子冲浪：男性人物站在冲浪板上，身下是蓝色浪花。	E
1F3C7	赛马	赛马：骑手戴头盔俯身，骑在飞奔的棕马背上。	E
1F3CA	游泳	游泳：人物俯卧划水，身下有蓝色水波。	E
1F3CA 200D 2640 FE0F	女子游泳	女子游泳：女性人物俯卧划水，身下有蓝色水波。	E
1F3CA 200D 2642 FE0F	男子游泳	男子游泳：男性人物俯卧划水，身下有蓝色水波。	E
1F3CB FE0F	举重	举重：人物双手把杠铃举过头顶。	E
1F3CB FE0F 200D 2640 FE0F	女子举重	女子举重：女性人物双手把杠铃举过头顶。	E
1F3CB FE0F 200D 2642 FE0F	男子举重	男子举重：男性人物双手把杠铃举过头顶。	E
1F3CC FE0F	打高尔夫	打高尔夫：人物戴帽挥动高尔夫球杆击球。	E
1F3CC FE0F 200D 2640 FE0F	女子打高尔夫	女子打高尔夫：女性人物戴帽挥动高尔夫球杆击球。	E
1F3CC FE0F 200D 2642 FE0F	男子打高尔夫	男子打高尔夫：男性人物戴帽挥动高尔夫球杆击球。	E
1F451	皇冠	皇冠：金色王冠，镶蓝红宝石。常表示第一名、大佬。	E
1F452	遮阳帽	遮阳帽：粉色宽檐女帽，帽身系一圈丝带。	E
