# 人工重写的 emoji 读法（第五轮）：水生与昆虫、地点建筑、陆海空交通、钟表时刻。
# 简洁名走「明眼人会怎么称呼它」，详细档走「视觉信息 + 常见用法」。
# 由 Opus 5 分批生成，码位与字符对应、简洁名长度、批内与全局重名均已逐条校验。
231A	手表	手表：银灰色腕表，方形表盘配表带。常表示时间、几点了。	E
231B	沙漏	沙漏：沙子已全部漏到下半部。常表示时间到了、等待。	E
23F0	闹钟	闹钟：圆形表盘，顶上有两个铃铛。常表示起床、提醒、催促。	E
23F1 FE0F	秒表	秒表：圆形表盘，顶部带一个按钮。常表示计时、掐时间。	E
23F2 FE0F	定时器	定时器：圆形钟面，顶上带旋钮。常表示倒计时、限时。	E
23F3	流动的沙漏	流动的沙漏：沙子还在从上半部往下流。常表示等待、时间快没了。	E
2668 FE0F	温泉	温泉：三股红色热气往上冒，是日本温泉的标志。	E
2693	锚	锚：黑色铁锚，横杆下两侧带弯钩。	E
26E9 FE0F	神社	神社：日本神社门口的红色鸟居牌坊，两根柱子两道横梁。	E
26EA	教堂	教堂：基督教礼拜堂，白墙尖塔，顶上立着十字架。	E
26F0 FE0F	山	山：褐灰色的岩石山峰，山顶没有雪。	E
26F2	喷泉	喷泉：石头水池中间往上喷着白色水柱。	E
26F4 FE0F	渡轮	渡轮：侧面看的渡船，船身低矮，带小驾驶楼。	E
26F5	帆船	帆船：一根桅杆挂白色三角帆的小船。常表示出海、扬帆起航。	E
26FA	帐篷	帐篷：一顶三角形的野营帐篷。常表示露营、户外。	E
26FD	加油站	加油站：立式加油机，侧面挂着油枪软管。常表示加油鼓劲、汽车加油。	E
2708 FE0F	飞机	飞机：客机侧影，机头朝右水平飞行。常表示出行、坐飞机、旅行。	E
1F301	雾中大桥	雾中大桥：灰白雾气笼罩着一座大桥，景物模糊不清。	E
1F303	星空城市	星空城市：深蓝夜空点着星星，下面是城市楼房剪影。	E
1F304	山顶日出	山顶日出：橙黄的太阳从连绵山峦后面升起。	E
1F305	日出	日出：橙红太阳从海面升起，天空一片暖黄。	E
1F306	城市黄昏	城市黄昏：橙紫色天空下的城市高楼，太阳快落下了。	E
