# 人工重写的 emoji 读法（第六轮）：公共标识、警告禁止、箭头与播放键、宗教星座、数字字母方块、几何形状与通用旗帜。
# 简洁名走「明眼人会怎么称呼它」，详细档走「视觉信息 + 常见用法」。
# 由 Opus 5 分批生成，码位与字符对应、简洁名长度、批内与全局重名均已逐条校验。
0023 FE0F 20E3	井号键	井号键：蓝色方块按键上印着井号 #。常表示话题标签。	E
002A FE0F 20E3	星号键	星号键：蓝色方块按键上印着星号 *。	E
0030 FE0F 20E3	数字零	数字零：蓝色方块按键上印着数字 0。	E
0031 FE0F 20E3	数字一	数字一：蓝色方块按键上印着数字 1。	E
0032 FE0F 20E3	数字二	数字二：蓝色方块按键上印着数字 2。	E
0033 FE0F 20E3	数字三	数字三：蓝色方块按键上印着数字 3。	E
0034 FE0F 20E3	数字四	数字四：蓝色方块按键上印着数字 4。	E
0035 FE0F 20E3	数字五	数字五：蓝色方块按键上印着数字 5。	E
0036 FE0F 20E3	数字六	数字六：蓝色方块按键上印着数字 6。	E
0037 FE0F 20E3	数字七	数字七：蓝色方块按键上印着数字 7。	E
0038 FE0F 20E3	数字八	数字八：蓝色方块按键上印着数字 8。	E
0039 FE0F 20E3	数字九	数字九：蓝色方块按键上印着数字 9。	E
00A9 FE0F	版权	版权：圆圈里包着西文版权一词的首字母。常表示著作权、原创。	E
00AE FE0F	注册商标	注册商标：圆圈里包着西文注册一词的首字母。常表示已注册的商标。	E
203C FE0F	双感叹号	双感叹号：并排两个红色感叹号。	E
2049 FE0F	感叹号加问号	感叹号加问号：一个红色感叹号，后面跟一个红色问号。	E
2122 FE0F	商标	商标：右上角抬高的两个西文小字母。常表示商标标记。	E
2139 FE0F	信息标志	信息标志：蓝色方块上印着小写字母 i。常表示信息、问询处。	E
2194 FE0F	左右箭头	左右箭头：一支黑色横箭头，左右两端都有箭头尖。	E
2195 FE0F	上下箭头	上下箭头：一支黑色竖箭头，上下两端都有箭头尖。	E
2196 FE0F	左上箭头	左上箭头：一支指向左上方的黑色斜箭头。	E
2197 FE0F	右上箭头	右上箭头：一支指向右上方的黑色斜箭头。	E
2198 FE0F	右下箭头	右下箭头：一支指向右下方的黑色斜箭头。	E
2199 FE0F	左下箭头	左下箭头：一支指向左下方的黑色斜箭头。	E
21A9 FE0F	左弯箭头	左弯箭头：一支向左拐弯的黑色箭头，尖头朝左。常表示回复、返回。	E
21AA FE0F	右弯箭头	右弯箭头：一支向右拐弯的黑色箭头，尖头朝右。常表示转发、前进。	E
23CF FE0F	弹出	弹出：一个朝上的三角，下面一条横线。常表示弹出光盘、退出设备。	E
23E9	快进	快进：两个朝右的实心三角并排。	E
23EA	快退	快退：两个朝左的实心三角并排。	E
23EB	快速上翻	快速上翻：两个朝上的实心三角上下叠着。	E
23EC	快速下翻	快速下翻：两个朝下的实心三角上下叠着。	E
23ED FE0F	下一首	下一首：两个朝右的三角，右边一条竖线。常表示跳到下一曲。	E
23EE FE0F	上一首	上一首：两个朝左的三角，左边一条竖线。常表示回到上一曲。	E
23EF FE0F	播放暂停	播放暂停：一个朝右的三角，右边两条竖线。	E
23F8 FE0F	暂停	暂停：两条并排的黑色竖条。	E
23F9 FE0F	停止	停止：一个黑色的实心方块。	E
23FA FE0F	录制	录制：一个实心的圆点。常表示开始录音、录像。	E
24C2 FE0F	圆圈M	圆圈M：圆圈里印着大写字母 M。常表示地铁。	E
25AA FE0F	黑小方	黑小方：一个很小的黑色实心正方形。	E
25AB FE0F	白小方	白小方：一个很小的白色正方形。	E
25B6 FE0F	播放	播放：一个朝右的黑色实心三角。	E
25C0 FE0F	倒放	倒放：一个朝左的黑色实心三角。	E
25FB FE0F	白中方	白中方：一个中等大小的白色正方形。	E
25FC FE0F	黑中方	黑中方：一个中等大小的黑色实心正方形。	E
25FD	白中小方	白中小方：比中方小一号的白色正方形。	E
25FE	黑中小方	黑中小方：比中方小一号的黑色实心正方形。	E
2611 FE0F	勾选框	勾选框：一个方框里打了个勾。常表示已选中、已办完。	E
2622 FE0F	辐射标志	辐射标志：黄底黑色三片扇叶围成的圆。常表示核辐射、危险。	E
2623 FE0F	生物危害	生物危害：黄底黑色三个圆环相扣。常表示病毒、生化危险。	E
2626 FE0F	东正教十字	东正教十字：竖杆上三道横杠，上短、中长、最下一道是斜杠。	E
262A FE0F	星月符号	星月符号：一弯开口朝右的新月，旁边一颗五角星，多为绿色。	E
262E FE0F	和平符号	和平符号：圆圈里一条竖线，下端分出两条斜线，多为灰黑色。	E
262F FE0F	太极	太极：黑白两个逗号形互抱的圆，各含一个对色圆点。	E
2638 FE0F	佛教法轮	佛教法轮：圆轮中央一个圆心，向外伸出八根轮辐，多为蓝色。	E
2640 FE0F	女性符号	女性符号：一个圆圈，下方连着一个小十字。	E
2642 FE0F	男性符号	男性符号：一个圆圈，右上方伸出一支带箭头的斜线。	E
2648	白羊座	白羊座：紫底白色公羊角形符号。	E
2649	金牛座	金牛座：紫底白色符号，一个圆圈上顶着一对牛角。	E
264A	双子座	双子座：紫底白色符号，两根竖线上下各连一道弯横。	E
264B	巨蟹座	巨蟹座：紫底白色符号，两个方向相反的螺旋首尾相扣。	E
264C	狮子座	狮子座：紫底白色符号，一个小圆圈拖出一条卷曲长尾。	E
264D	处女座	处女座：紫底白色符号，三道竖折相连，末笔向内打个圈。	E
264E	天秤座	天秤座：紫底白色符号，一条横线上托着一个半圆弧。	E
264F	天蝎座	天蝎座：紫底白色符号，三道竖折相连，末笔翘起带箭头。	E
2650	射手座	射手座：紫底白色符号，一支斜向右上的箭，箭杆上有短横。	E
2651	摩羯座	摩羯座：紫底白色符号，一道折线连着一条打圈的尾巴。	E
2652	水瓶座	水瓶座：紫底白色符号，上下两条平行的波浪线。	E
2653	双鱼座	双鱼座：紫底白色符号，两道背对的弧线由一横相连。	E
267B FE0F	回收标志	回收标志：三个绿色箭头首尾相接成三角。常表示可回收、环保。	E
267E FE0F	无穷大	无穷大：横躺的八字，两个圆环左右相连成一笔。	E
267F	无障碍	无障碍：蓝底白色轮椅人形。常表示无障碍设施、残障人士专用。	E
2695 FE0F	医疗标志	医疗标志：一条蛇缠绕着一根手杖。常表示医疗、医院、医生。	E
269B FE0F	原子符号	原子符号：中心一个圆点为核，三条椭圆轨道交叉环绕，多为蓝色。	E
